crop,N,P,K,pH,rainfall,temperature,humidity
banana,40.41,25.89,70.75,6.4,970.7,28.1,87
onion,69.63,36.23,59.47,6.9,581.1,20.4,67.5
barley,55.51,25.92,35.36,6.9,1130.6,22.8,55.2
orange,65.24,40.9,32.29,6.4,635.4,21.7,83.2
banana,43.87,36.62,46.23,7.1,1827.4,28.6,85.1
sugarcane,81.46,43.58,49.53,6.8,739.5,31.4,80.8
orange,25.85,42.29,62.75,6.3,987.1,29.5,72.5
maize,65.12,28.76,52.99,7.3,1145.2,32.3,72
cotton,63.97,46.34,40.54,7.7,1060.7,26.6,74.4
maize,49.25,24.05,60.31,7.6,959.8,29.3,80.9
lentil,36.19,43.68,37.44,7.3,398.5,20.5,65.9
groundnut,27.22,19.63,21.23,7,574.6,34.8,72.2
onion,62.06,44.62,41.71,6.4,545,27.7,69.9
mustard,61.73,29.33,61.08,7.1,546.1,22.1,72.3
mustard,33.79,23.17,20.75,7.4,461.3,26.3,73.1
barley,35.59,24.99,49.44,7.2,665.7,33.9,80.3
groundnut,25.82,39.51,62.23,7.3,461.4,25.3,71.5
coconut,54.44,30.3,51.81,6.4,927,28.5,78.3
sunflower,23.51,30.81,28.18,6.3,1061.8,20.6,67.6
mustard,47.85,24.26,42.61,7.5,1166.5,23.3,81.6
lentil,29.06,38.89,27.1,7.6,512.5,23.8,58.6
wheat,73.62,44.61,20.4,7.4,813.4,21.6,80.7
soybean,62.21,34.36,43.13,6.6,858.4,24.9,56.2
cotton,40.38,78.92,88.29,7.1,1009.9,30.2,76.8
soybean,67.34,31.01,55.25,6.5,1192.3,20.4,73.1
sunflower,41.55,27.18,28.91,6.1,1109.7,26.3,69.9
wheat,53.93,34.9,59.86,7.1,1221.4,25.1,82.2
sunflower,50.12,21.52,30.52,6,1068,34.6,59.1
wheat,22.16,56.71,30.68,6.6,608.7,32.9,79.2
coconut,53.45,22.84,46.15,7,1236.9,30.7,70.1
barley,65.21,29.99,44.74,6.1,740.9,32.5,79.2
banana,54.52,38.26,39.29,6.7,1204.9,33.7,71.7
coconut,52.57,16.28,57.16,6.7,1201.3,28.9,80.6
apple,48.6,47.22,54.21,6.3,519.4,24,65.8
orange,28.56,48.09,46.32,6.7,1042.3,23.7,84.3
sugarcane,57.84,41.5,60.57,6.9,970.7,37.4,76.8
sugarcane,63.82,37.82,76.9,7,969.9,29.1,62
onion,32.03,49.65,59.2,6.8,663.8,24.9,78
apple,41.72,32.86,47.84,7.3,800.6,29.7,55.7
chickpea,13.88,22.99,33.1,7.3,401.4,21.1,59.8
rice,32.62,49.44,32.65,7.3,692.6,21.9,89.2
chickpea,35.41,29.73,35.29,7.4,541.3,23.9,61.5
grapes,27.17,15.74,40.88,7.9,659.1,29.9,74.6
barley,52.52,23.49,25.49,7.4,490.8,35,60.5
wheat,39.92,35.94,20.68,6.1,832.7,20.4,75.3
rice,30.48,28.32,53.19,7.4,645.4,33.4,73.1
groundnut,47.33,48.59,25.74,7.6,1090.4,22.3,80.5
mustard,56.34,46.39,64.75,7.2,646.3,32.6,73.4
soybean,32.68,45.25,23.68,7.8,660.7,21.9,68.3
sunflower,54.23,51.11,57.68,6.3,501,32.2,82.7
orange,44.95,27.73,60.24,7.3,630.6,24.5,81.7
pomegranate,37.83,25.18,20.58,7.1,1080.9,34.4,72
potato,61.55,31.52,48.32,7,490.3,22.7,72.2
lentil,34.89,49.3,27.14,6.6,326.3,26.6,59.3
pomegranate,35.92,34.56,58.68,7.2,955.7,25.5,77.2
maize,54.67,43.02,53.91,7.7,800,31,73.6
mustard,21.28,26.38,39.94,7.2,1080,22.9,58.8
onion,37.7,28.94,34.72,6.8,660.8,28,79.6
barley,22.4,26.83,61.96,7,617.4,26,73
banana,34.62,39.43,59.51,6.2,1872.4,25.7,88.2
sugarcane,82.1,57.82,57.93,7.9,514.7,29.7,61.4
orange,39.8,45.25,40.44,6.8,1147.8,23.8,58.6
chickpea,20.37,44.47,29,6.6,366.4,15.8,60
cotton,46.85,77.05,83.63,7.2,1190.1,25,75.3
pomegranate,42.77,31.6,52.87,6.3,558.1,22.7,62.9
coconut,42.04,23.45,40.71,6.6,995.2,32.3,74.2
sugarcane,42.52,48.18,44.93,6.7,678,29.4,73.2
chickpea,14.45,25.16,41.36,7.3,648,19.8,62.3
groundnut,35.96,33.8,42.61,6.4,652,31.9,82.5
sugarcane,58.42,39.76,73.92,7,1191.4,29.9,69.9
lentil,34.05,34.09,27.68,8,304.2,26.6,53
lentil,39.48,22.58,39.43,6.9,352.9,20.7,62.9
pomegranate,22.73,38.98,60.61,6.8,573.1,26.6,56.5
chickpea,15.98,27.93,30.11,6.6,387.3,27.2,59.3
pomegranate,63.31,21.59,38.68,6,782.7,20.3,79.6
maize,58.18,35.94,30.2,7.3,464.1,26.6,59.9
apple,30.11,30.47,22.3,6.8,809.4,27.2,66.5
grapes,45.28,17.48,23.2,7.1,852.8,33.2,71.7
mustard,24.9,16.76,28.34,7.1,916.5,20.7,83.4
sunflower,34.83,18.09,27.64,6.3,498.6,27.8,62.4
chickpea,30.53,48.47,19.28,7.1,521.9,16,50.1
apple,40.68,41.12,46.08,6,1190.8,20.6,84
soybean,68.16,19.59,42.07,6.3,440.8,29.3,61.2
onion,46.38,47.67,27.55,6.3,540,27.4,79.9
pomegranate,68.08,44.21,42.04,7.3,991.7,29.2,55.5
apple,60.52,25.91,52.92,6.7,817.5,21,60.4
maize,27,31.63,44.69,6.8,815.7,34.9,59.1
coconut,41.88,18.33,42.14,7.4,1855.5,34.1,89.8
rice,41.33,45.11,44.19,6.6,922,28.9,73
rice,53.21,40.66,30.51,7.1,622.7,25.3,81.2
grapes,36.53,44.79,38.56,6.4,810.5,22,68.2
grapes,65.6,17.44,51.23,6.4,655.2,26.2,82.2
soybean,21.2,38.39,62.37,6.3,777.3,21.4,73.8
banana,37.61,31.05,47.4,6.7,946,30.9,76.3
apple,34.79,25.23,34.73,6.3,544.9,31.9,66.5
mustard,49.48,17.7,57.42,6.4,978.5,31.6,76.4
mango,48.15,24.69,73.86,6.5,1152.2,27.7,76.7
grapes,42.93,37.58,49.84,7.4,1145.4,35,76.6
potato,53.73,29.59,27,6.1,400.4,28.8,65.4
sugarcane,80.49,41.95,77.9,7.6,718.8,31.2,65.2
tomato,28.77,31.58,38.09,6.9,460.5,19.8,69.9
banana,50.15,33.23,60.88,6.3,1405.3,28.1,78.5
orange,31.61,31.21,32.11,6.4,1026.7,33.6,66.1
lentil,35.38,25.48,43.69,7.1,435.7,15.8,59.7
tomato,28.71,38,42,6.5,770.5,28.5,76.8
sugarcane,81.42,77.25,74.13,7,850.4,34.7,72.8
apple,23.18,22.09,20.23,6.9,467.4,30.2,62.1
tomato,39.08,45.76,29.61,6.7,696.8,26.1,68.8
cotton,43.22,65.87,63.77,7.8,768.4,27.5,80.9
pomegranate,29.46,43.82,43,7.2,768.7,32.4,79.9
grapes,25.27,48.55,50.2,7.4,690.4,33.2,76.8
mango,39.19,23.15,38.19,6.5,1835,27.3,83.9
barley,34.91,46.02,37.69,6.3,408.6,28.2,84.3
barley,46.38,21.86,27.54,6.9,426.6,21.8,67.5
sunflower,39.84,33.96,40.31,7.7,824,27,67.3
orange,64.75,49.13,50.31,6.3,621.5,20.7,82.9
groundnut,57.32,27.46,58.05,6.5,401.3,25.6,72.1
potato,63.79,23.16,44.38,6.5,512.6,27.9,76.3
sunflower,56.2,52.15,39.37,6.2,809.9,25.2,66.2
rice,26.64,16.6,69.72,6.3,648.4,22.8,51.6
mustard,42.61,44.56,50.89,7.6,1102,31.6,75.1
wheat,79.33,36.75,69.34,7.1,823.7,28.1,89.7
grapes,24.87,43.25,35.55,6,722.8,23.5,79.6
grapes,69.59,53.06,26.17,7.1,547.9,26.4,56.8
cotton,94.32,54.65,56.51,6.7,1167.4,25.9,67.4
banana,39.61,19.11,70.24,6.2,1561.9,26.2,71.4
cotton,51.41,71.06,67.23,6.6,1168.8,28.7,81.5
lentil,16.37,23.47,40.09,7.3,305.8,25.4,69.6
pomegranate,45.19,50.14,62.86,7.5,756.4,28.9,76
mango,45.1,34.91,68.28,7,986.9,30.5,71.7
mango,42.41,16,47.33,7.4,1944.4,28.5,70.9
mustard,27.06,45.54,24.89,8,705.3,31.6,65.3
barley,29.6,20.84,62.21,7.8,1110,29.4,79.2
groundnut,36.74,27.55,48.6,6.7,518.8,28.9,79.4
banana,35.9,20.94,48.5,7,1521.1,32,77.3
banana,44.14,26.81,52.02,6.8,1295.7,27,78.2
rice,23.34,42.44,32.04,6.6,672.5,22.2,61.9
banana,55.47,24.93,46.05,7.2,1211.4,26.1,81.4
tomato,35.81,33.31,34.88,6.1,750.6,26.7,69.5
mustard,30.06,50.61,25.17,6,801.6,28.7,72.4
lentil,19.42,34.98,21.5,7.8,334.8,21.3,63.8
sunflower,42.24,34.56,35.82,7.8,855.2,31.4,79.4
cotton,87.78,71.65,89.29,7.7,921,30.1,73.6
orange,22.56,31.08,50.32,6.9,999.2,25.4,74
coconut,52.48,28.64,44.18,6.4,1698.3,29.8,74.3
grapes,55.76,53.29,39.22,7,1118.4,27.9,76.2
wheat,27.41,24.27,20.05,6.1,1479.6,23.6,76.5
coconut,34.59,33.2,62.01,7.1,1723.7,34.8,81.5
wheat,58.91,18.08,64.87,6.2,895.1,32.2,73.9
apple,43.67,49.18,35.3,7.7,470.5,31.7,80.4
chickpea,22.91,24.96,36.2,7.3,554.1,17.6,54.2
pomegranate,36.1,37.39,58.61,7.3,748.3,34.3,76.6
lentil,25.83,27.77,16.58,7.6,348.5,18.9,60.6
lentil,28.02,24.99,26.39,7.4,687.9,24.5,68.5
banana,47.75,19.8,65,6.9,1523,29.9,80.6
chickpea,15.93,44.16,20.57,6.6,474.5,23.6,58.8
pomegranate,37.35,52.31,61.52,7,662.3,31.1,56.1
lentil,35.57,21.23,16.49,7.4,325.2,19.2,63.5
pomegranate,50.71,24.46,41.76,6.9,459.9,21.6,80.1
coconut,35.85,27.62,69.59,6.1,1492.2,26.2,70.7
grapes,61.71,19.72,22.03,6.9,1075.2,23.9,67.7
wheat,71.65,30.58,52.69,6.5,1155.5,33.3,59.3
grapes,68.31,53.8,58.93,7.2,960.7,24.3,73.9
maize,35.9,51.99,22.53,7,1130.2,29.2,71.4
mustard,62.6,37.37,43.16,6.2,412.8,34.5,66.3
orange,23.99,42.32,61.97,7.2,500.9,28.7,78
barley,46.87,22.68,52.37,6.5,653,32.7,69.3
groundnut,40.12,26.92,48.15,6.3,698.4,23.1,75.9
maize,32.63,32.71,58.13,6.4,1161.7,25.1,84.6
tomato,61.39,29.54,25.31,6.4,520.7,18.4,72.6
maize,26.68,52.42,53.81,7.9,941.3,25.5,83.1
sugarcane,52.91,61.37,86.18,8,522.7,28.5,67.8
apple,35.22,54.32,48.92,7.4,1181.3,25.7,79.1
cotton,92.17,39.03,87.38,6.8,728.4,36.3,69.8
potato,35.91,28.75,57.35,6.2,515.7,22.4,75
banana,58.62,36.64,60.97,7,820,28.4,85.9
sugarcane,56.94,59.26,52.82,7.9,591.7,37,72.7
barley,35.54,35.58,58.56,6.9,687.8,28,76.5
sugarcane,68.51,49.3,88.34,7.5,558.3,37.9,72
banana,46.49,25.43,74.5,6.3,1791.8,30.6,71.1
coconut,42.05,27.57,72.78,7,1538.1,26.8,80.3
grapes,30.07,15.38,23.39,6.8,1056.4,20.1,68.7
potato,27.36,33.51,33.92,6.4,682.2,24.3,66.9
banana,49.08,34.15,38.56,6.1,823.3,26.9,78.3
tomato,45.57,28.71,44.67,6.1,643.8,24.8,76.9
sugarcane,63.35,74.37,84.7,7,930.5,38.9,84.1
grapes,33.93,53.35,26.43,7.2,626,24.2,67.1
rice,23.3,41.03,24.13,6.2,995.6,27.7,60.4
grapes,24.35,27.13,63.5,7.9,667.9,28.6,82.3
banana,58.13,31.99,60.66,6.9,1930.8,32.9,70.5
wheat,64.92,24.59,63.36,7.4,813,33.2,53.9
sugarcane,47.75,32.89,82.25,6.6,690.2,26.6,67.4
onion,31,45.56,53.6,6,758.3,18.3,68.6
cotton,88.6,41.91,51.22,7.3,682.6,25.1,76.2
orange,62.24,18.18,51.81,7.3,1098,23.7,68.5
wheat,43.33,20.91,33.12,6.9,1246.4,21.9,74
mango,45.42,32.25,72.69,6.5,1866.8,26.6,73.5
coconut,33.19,35.54,41.25,7.1,857.5,34.5,84.2
onion,59.37,35.42,52.28,6.5,656.4,27.4,71.1
potato,55.46,21.92,45.86,6.7,484.4,28.1,65.5
mango,43.81,20.44,41.02,7.4,887.2,27,77
groundnut,47.24,20.03,33.04,6.5,570.8,26.2,76.1
mustard,68.82,53.19,56.01,6.5,454.4,24.8,63
lentil,12.74,42.4,15.38,7.5,373.1,18,62.7
wheat,44.55,29.82,54.67,7.1,873.7,32.2,61.8
lentil,30.79,49.62,21.75,7.5,543.9,26.9,53.1
tomato,50.62,20.06,34.12,6.5,688.9,20.1,73.2
grapes,42.23,16.08,40.22,6.6,1143.7,21.9,74.6
wheat,46.77,39.93,34.9,6.7,747.2,24.6,74.8
soybean,64.99,40.14,39.74,6.1,799.6,31.5,63
mango,37.55,35.59,38.84,7.3,1399,28,75.3
coconut,53.85,19.08,39.69,6.2,1852.6,30.3,79.3
maize,61.41,40.04,23.39,6.2,439.4,23.9,59.1
pomegranate,39.33,47.85,63.63,6.9,805.6,28.6,83
orange,69.88,25.54,32.56,7.9,419.7,30.5,76.8
pomegranate,68.72,54.02,22.94,7.6,917,29.7,58.9
groundnut,65.59,32.57,21.8,6.7,1061.1,30.5,68.8
maize,41.34,33.76,61.78,7.3,649.3,27.9,57
soybean,38,34.11,35.99,7.4,929.8,30.7,63
tomato,30.64,39.67,26.39,6.6,747.9,28.7,71.7
chickpea,30.12,44.64,22.34,7.1,635.5,26.4,54.9
pomegranate,29.62,19.08,61,7.6,1008,20.7,80.3
mango,47.48,32.09,68.89,7.1,1843.5,26.9,78
groundnut,62.02,15.7,22.21,7.1,1055.6,24.9,65.5
mustard,51.28,38.23,53.38,7.4,564.7,25.3,58.8
sunflower,53.81,49.34,63.32,7.3,547.3,21.6,79.4
soybean,23.54,41.42,56.41,7.3,797.8,34.3,64
rice,45.92,16.49,67.7,6.3,1310,31.6,58.7
lentil,37.45,26.35,19.33,7.6,500.2,26.9,52.9
banana,34.7,32.09,61.72,7.1,1171.4,29.5,78.1
onion,38.15,28.84,37.41,6.6,500.9,29,69
rice,76.84,24.25,50.68,6.3,1091.1,30.3,57.6
mustard,43.45,17.84,56.82,6.7,859.7,27.7,70.4
maize,56.68,48.6,44.52,6.2,589.5,22.5,58.7
mango,50.31,32.07,63.29,6.4,846.8,29.6,87.8
apple,41.24,28.67,28.25,6,773.6,30.3,61.8
barley,25.35,46.23,60.96,6.8,904.5,26.5,68.1
cotton,85.73,76.81,87.04,6.8,1112.3,36.1,66.3
sugarcane,56.08,75.61,71.66,7.6,680,35.8,60.7
sugarcane,67.46,34.78,84.91,7.9,1185.9,38,64.3
soybean,48.98,51.5,27.98,6,1044.4,21.2,67.4
rice,25.04,49.65,51.51,7.5,909.9,20.9,79.4
cotton,56.3,70.8,58.92,6.6,739.6,39.7,75.7
apple,65.31,20.51,22.45,6,514.9,29.9,76.8
barley,32.19,27.24,41.74,6.1,888.9,34.8,65.8
wheat,50,20.75,49.11,6.4,631,29.5,84.4
soybean,39.51,50.64,56.61,7.4,599,33.7,59.6
sugarcane,41.73,62.19,53.86,7.2,741.7,27.6,75.5
wheat,77.58,53.32,63.19,6.6,1286.1,22.2,50.3
tomato,25.34,32.68,50.13,6.4,692.9,20.8,77.2
lentil,17.1,38.84,39.9,7.1,403.3,26.3,63.4
rice,62.07,17.51,65.59,7.1,1056.7,26.6,55.2
wheat,72.14,55.7,20.04,6.9,1247.4,29.3,53.3
soybean,36.77,53.09,43.99,7.3,834.4,21.9,66.3
mango,43.76,19.54,48.61,6.1,1362,33.5,88.7
wheat,51.04,18.79,69.23,7,856.9,28.8,54.4
groundnut,28.74,40.92,31.05,7.4,1021.5,30.1,73.4
mango,32.36,23.27,46.17,7.5,1267.3,32.3,83.7
sunflower,51.76,16.66,29.31,7.9,692.9,21.6,76.1
apple,33.44,54.92,58.62,6.8,1184.2,29.8,77.3
coconut,33.65,30.83,75.46,6.9,960.8,26.2,86.9
soybean,44.19,50.9,60.85,6.2,1149.2,32.4,78.7
sunflower,34.46,53.09,22.24,6.3,830.1,28.6,74.4
maize,27.15,15.56,45.51,7.9,932.8,32.3,55.4
mustard,53.37,20.02,54.45,6.4,658.8,32.3,71.1
maize,30.65,39.31,23.77,7.3,1010,28.8,63
barley,51.12,52.38,29.29,7.5,1093.2,27.8,75.1
coconut,37.82,22.42,35.03,7.4,1901.1,32.6,71.6
lentil,13.06,20.48,33.49,7.9,661.1,24.1,51.9
maize,55.68,49.95,25.71,7.7,874.9,21.9,67.8
mango,47.44,16.97,43.63,6.7,1233.8,28.6,80.6
apple,37.05,47.22,35.24,6.1,843.4,28.8,83
orange,65.89,51.33,47.21,7.1,846,34.7,78.2
chickpea,15.07,33.82,24.21,6.6,429.3,22.1,61
lentil,23.42,48.97,26.32,6.9,397.4,21,65.2
wheat,62.56,15.95,40.95,7.2,904.9,28.5,58.2
wheat,23.14,53.36,29.91,7.3,917.3,30.8,62.8
onion,48.36,27.03,29.32,6.1,633.3,26.8,69.8
grapes,26.36,51.59,42.21,6.9,430.4,30.9,70.8
pomegranate,39.17,48.49,58.94,7.2,982,21.7,72.6
chickpea,16.02,46.4,20.85,7,548.2,23.3,64
soybean,43.57,54.24,53.32,6.2,1005.2,21.4,55.8
onion,69.71,25.25,48.54,6.2,689.9,24.1,75.2
pomegranate,56.17,20.44,57.62,6.3,640.9,23.7,66.2
sugarcane,67,40.24,68.33,7.5,711.8,31.9,67
banana,34.79,37.14,35.45,7.3,1486,28.3,84.5
banana,33.3,24.74,45.85,6,1232.1,25.9,75.1
maize,59.14,52.5,51.14,6.3,594.8,32.6,61.3
tomato,43.11,47.6,47.76,6.1,779.1,21.1,70.1
mango,44.9,18.08,53.04,6.5,1727.4,33,73.1
groundnut,20.77,46.22,36.27,6.8,1047.5,25.7,56.4
pomegranate,67.8,17.82,35.97,7,794.6,20.1,70
barley,68.6,21.37,35.94,6.8,712.6,30,61.5
wheat,63.75,37.51,40.76,6.3,768.8,20.2,53.7
apple,28.7,28.5,20.81,6.8,839.9,29.3,74.9
barley,30.77,19.82,58.32,6.3,1179.8,32.6,70
orange,24.87,27.12,48.72,6.7,1142.7,21,71.5
wheat,59.16,26.5,38.23,7.3,775.4,32.4,72.5
rice,43.04,35,27.08,6.2,1081.9,21.3,62.1
cotton,97.1,45.99,83.4,7.8,745.1,26.2,78.1
sunflower,55.16,15.87,48.4,6.3,852.5,27.6,55.4
wheat,68.53,31.28,46.21,7,842.5,24.2,87.3
mustard,21.46,39.72,42.93,7.1,687.5,21.2,60.8
banana,42.26,26.67,37.37,6.1,1660.6,30.4,80.2
sunflower,26.29,31.58,54.31,7.8,931.9,21.6,75.2
soybean,60.29,48.01,59.07,6.8,958.3,24,85
groundnut,20.51,20.95,54.91,6.9,758,34.3,82.6
mustard,62.42,51.24,44.37,7.3,605.5,32,74
tomato,27.7,47.48,46.54,6.2,642.6,26.1,72.9
pomegranate,61.38,53.71,60.04,7.2,824,20.4,62.4
groundnut,51.43,37.29,53.42,6.6,852,21.3,67.4
rice,28.43,34.93,48.07,7.3,999.3,33.8,67.6
mango,31.79,37.21,49.81,6.5,1414.5,34.4,71
lentil,15.69,23.77,24.33,7.8,610,24.6,65.9
soybean,43.26,17.33,31.8,6.9,525.5,34.2,78
grapes,32.61,34.63,23.4,7.2,932.7,25.7,83.6
coconut,51.41,21.31,64.56,6.3,972.8,35,82.4
rice,70.47,59.86,41.52,6.5,1416,22.9,74.6
cotton,81.11,79.09,74.56,7.8,1163.7,32.3,77.6
mustard,37.83,25.46,62.6,7.5,575.7,26.7,78.9
potato,66.61,35.51,29.1,6.5,450.7,25.1,72.2
apple,29.74,34.65,62.77,6.8,739.5,30.7,73.1
onion,43.49,26.53,58.81,6.1,548.7,18.3,68.3
banana,32.4,26.86,35.45,6.1,1769.2,32.7,88.3
apple,66.16,23.27,59.33,6.1,472.7,32.8,73.9
wheat,78.85,22.01,31.28,6.3,1313.3,22.8,52.7
banana,52.06,17,51.18,7.3,1079.1,26.2,76.5
groundnut,63.4,34.99,22.76,7.4,898.7,34.6,71.8
groundnut,24.31,37.37,42.63,6.3,753.7,25,70.7
grapes,20.42,45.44,52.09,6.7,442.3,31.3,83.7
pomegranate,36.18,22.35,45.96,6.3,685,30.5,71.8
maize,20.29,18.14,59.66,6.2,965.4,33.8,63.1
tomato,64.68,48.26,50.88,6.1,667.7,22.9,72.1
rice,31.46,50.57,42.7,6.5,945.6,32.8,80
coconut,30.87,34.23,75.59,6.7,1460.8,34.4,74.2
wheat,35.5,51.84,64.98,7.2,775.8,21.3,74.2
maize,53.64,36.22,49.83,7.2,738.2,23,64.2
soybean,44.25,36.63,56.83,6.3,1046.3,30.4,71.7
groundnut,40.6,20.54,49.96,7,911.5,25.1,82.2
potato,45.24,42.69,52.79,6.5,757.9,21.2,71.2
grapes,29.48,50.69,39.39,6.4,750.4,26.1,67.9
grapes,46.06,20.99,22.95,7.5,847.8,25.4,79.3
pomegranate,36.6,44.78,26.84,6.3,676.5,32.1,62.4
mustard,51.69,25.13,44.99,7.1,924.3,23.5,80.9
chickpea,25.89,32.03,23.92,7.5,383.1,25.4,66.1
lentil,18.51,28.52,29.47,7.6,443.5,22.9,57.6
banana,30.12,20.68,53.29,7.3,1758.2,27.7,74.9
tomato,29.43,26.96,49.81,6.8,742.8,23,66.3
barley,43.43,38.65,59.91,7.8,996.6,20.5,72.3
orange,24.49,53.46,56.33,6.9,578.9,34,65.3
sugarcane,73.79,77.19,40.19,6.9,1156.9,27.6,62.8
cotton,68.63,79.73,73.96,6.6,1195,31.1,67.2
orange,49.37,21.97,63.33,6.4,542,33.7,69
banana,34.79,19.1,47.83,7.2,1886.9,34.8,74.6
barley,36.41,19.51,59.15,7.3,531.8,26.4,63.6
onion,45.4,49.68,26.92,6.4,592.8,24,69.7
grapes,58.92,52.65,58.78,7.1,728.2,25,58.7
mustard,54.42,25.39,31.46,8,550.3,22.2,58
sunflower,51.39,29.61,44.09,7.6,1054.5,34.4,79.7
mustard,58.7,17.08,20.58,7.6,781.7,22,62.1
orange,55.49,34.29,43.41,8,1172.6,23.2,79.3
wheat,27.47,58.3,34.5,7.3,948.9,24.8,87.4
maize,39.51,19.24,50.17,6.6,868.5,28.9,76.6
wheat,39.86,52.69,35.49,6.8,961.1,32.8,67.3
groundnut,54.49,39.1,24.83,7,988.4,34.9,73.9
groundnut,46.62,27.13,37.68,6.4,862.5,34.4,70.1
mustard,62.8,32.39,28.68,6.4,1015,24,78
potato,39.48,33.96,58.01,6.9,482.7,22.3,67.2
wheat,47.63,55.53,66.5,6.6,1042.6,33.4,82.3
onion,43.98,26.89,31.99,6,657.3,21.2,65.8
banana,54.06,36.29,56.74,6.6,1973.4,27,74.3
barley,28.64,30.17,60.99,7.2,729.6,34,56.5
pomegranate,47.47,41.25,37.2,6.6,977.6,32.9,74.6
groundnut,43.76,27.69,54.48,7,648,32.2,81
coconut,46.99,34.08,41.14,6.3,1859,25.2,85.1
chickpea,12.79,34.04,41.63,7.5,465.5,18.8,57.5
banana,59.07,38.33,74.18,6.6,1629.6,34,87
barley,25.62,18.03,45.97,7.3,1079.9,24.4,60
grapes,45.43,43.84,35.87,6.7,778.1,33.2,56.2
tomato,41.6,45.64,53.08,6.3,677.6,19.9,78.4
barley,42.78,43.23,56.94,6.5,929.1,25.9,66.1
apple,46.68,15.01,30.86,6.4,600.4,32.1,63.4
wheat,34.48,18.53,37.82,7.1,1095.6,32.3,88.4
potato,52.17,34.8,26.4,7,553.4,19.8,75
onion,51.36,37.6,40.6,6.8,506,23.4,73.1
grapes,49.54,35.23,20.81,7.9,462.7,30.3,78.6
sunflower,26.77,32.9,57.32,6.6,774.2,24.1,68.9
coconut,43.65,28.9,53.18,6.7,818.2,27.8,78.7
barley,21.71,34.9,26.97,6.4,692,26.5,73.7
pomegranate,60.28,17.33,61.45,7.7,856.9,20.1,62.7
grapes,43,26.91,21.48,7.2,819.3,24.2,56.1
potato,30.72,30.7,45.74,6.8,417.5,20.8,78.3
tomato,34.06,48.77,46.47,6.3,426.8,18.3,68.7
coconut,51.72,20.3,39.73,7,990.1,32.9,76.2
barley,20.54,43.04,25.1,7.5,793.5,31.8,72.5
rice,24.19,36.54,28.62,7.1,1420.4,28.3,71.1
orange,65.89,22.9,64.29,7.5,1019.4,29.8,69.1
grapes,66.68,43.8,53.92,6.4,754.4,29.3,78.1
rice,36.22,52.02,45.92,6.7,883,28.7,79.2
mango,48.33,30.6,40.94,7.1,1131.1,34,86.4
apple,69.58,45.82,29.47,7,586.9,26.1,78.4
sugarcane,68.68,53.57,48.79,6.7,678.3,38.7,62.8
mango,35.29,35.32,59.38,6.2,1719.4,34.3,88.9
barley,45.92,19.5,62.03,6.4,602.2,26.1,66.5
groundnut,28.54,25.69,42.91,6.3,889.3,28.5,76.4
grapes,65.61,52.84,31.01,6.3,641.8,33.4,84.2
potato,29.95,48.42,39.82,6,577,18.6,73.2
cotton,79.71,51.7,80.97,7.9,583.8,33,67.1
soybean,63.14,21.52,56.56,7.7,1131.5,24,82.1
onion,27.27,21.32,50.21,6.4,502.5,20.3,75
mustard,29.57,30.45,41.82,6.7,656.6,34.5,74.2
groundnut,41.51,50,33.57,6.2,1006.7,29.1,72.1
mustard,46.37,47.99,58.55,7.9,1159.9,28.3,65.2
soybean,44.64,21.43,64.02,6.3,790,25.5,74.2
banana,38.24,37.19,36.83,7.4,1799.6,28,85.8
mango,59.01,28.16,48.65,6.5,879.7,34.9,70.8
wheat,39.24,54.04,31.63,6.9,962.4,23.1,82.5
orange,53.08,24.45,24.4,7.2,842.9,22.8,56.7
sunflower,59.18,51.88,28.78,7.9,514.1,27.6,79.9
banana,33.85,18.07,62.88,7,1732.8,30.6,82.9
cotton,49.73,79.25,43.8,7.5,623.3,35.8,77.6
rice,52.44,53.23,44.01,6.6,1043.9,28.7,57.6
coconut,45.57,22.45,54.01,6.4,1115.6,26.6,77.3
mustard,24.46,32.24,27.87,8,848.9,30.3,64.8
rice,78.55,27.88,41.19,7,622.2,32.2,71.5
pomegranate,60.63,20.14,20.83,7.4,641.1,29.4,59.5
orange,49.25,35.53,42.31,6.7,456.9,21.3,68
mustard,45.81,27.19,50.96,7.7,639.1,22.9,58.5
tomato,56.05,31.71,39.55,6.5,547.1,19.2,69.6
barley,53.29,26.45,40.7,6.4,568.3,20.3,81.9
maize,21.76,51.47,54.89,6.9,1002.9,34.3,78.2
pomegranate,32.8,41.03,25.23,7.1,749.7,24,73.1
potato,38.08,49.51,58.63,6.3,798.5,28.1,74.2
sunflower,38.67,30.34,57.65,7.3,891.3,25,79.5
soybean,21,38.3,51.45,7.7,512.1,28.2,55.2
mango,51.76,17.03,67.24,6.4,1853.3,33.1,89.2
groundnut,36.84,37.78,58.75,6.2,458.1,32.8,61.4
tomato,49.43,44.99,29.38,6.1,622.7,29.4,71.2
orange,66.52,48.48,64.8,6,490.3,29.1,79.6
grapes,31.96,46.48,22.54,6.7,804.6,28.4,76.9
sunflower,56.17,25.96,58.07,6.9,617.8,25.8,80.1
orange,42.81,34.69,21.65,6.4,1061.4,32.5,63.8
rice,66.31,33.81,57.42,7.4,1013.1,23.6,87.7
grapes,25.26,37.91,42.53,7.7,824.6,23.8,75.3
mustard,46.43,47.42,53.1,7.3,490.7,30.8,70
lentil,37.6,21.65,39.62,6.6,446.9,22,53
